bandit,reward,algorithm
4,4.295774980787274,thompson-sampling
4,3.061161925861634,thompson-sampling
4,3.8951444217940208,thompson-sampling
4,4.239441786379209,thompson-sampling
4,1.9294257491053486,thompson-sampling
4,3.121961499013538,thompson-sampling
4,4.559130505851588,thompson-sampling
4,2.2496309826571212,thompson-sampling
4,4.919994317721473,thompson-sampling
4,3.5920081480971806,thompson-sampling
4,6.037059165478497,thompson-sampling
4,4.86607865930595,thompson-sampling
4,3.254729472881379,thompson-sampling
4,4.62592728351158,thompson-sampling
4,3.757981767328876,thompson-sampling
4,2.9685262068493827,thompson-sampling
4,4.5943942825375945,thompson-sampling
4,4.701569894616513,thompson-sampling
4,2.992043613829239,thompson-sampling
4,3.7988181224475865,thompson-sampling
4,3.0155727637715746,thompson-sampling
4,4.420751805354999,thompson-sampling
4,5.107014560059133,thompson-sampling
4,2.446698779255989,thompson-sampling
4,3.5666590503623095,thompson-sampling
4,4.323285031632916,thompson-sampling
4,3.2881896444156387,thompson-sampling
4,4.547219302433499,thompson-sampling
4,5.1137029812331605,thompson-sampling
4,2.8629338763713843,thompson-sampling
4,5.188620088927476,thompson-sampling
4,5.337159852184486,thompson-sampling
4,3.6689769784345865,thompson-sampling
4,4.043449369610057,thompson-sampling
4,3.4468642599063553,thompson-sampling
4,6.26778205052222,thompson-sampling
4,4.498771738461734,thompson-sampling
4,3.4014077445071207,thompson-sampling
4,4.716092089017143,thompson-sampling
4,4.590727668070307,thompson-sampling
4,3.6921748286373384,thompson-sampling
4,3.3259929626138582,thompson-sampling
4,3.552680651302913,thompson-sampling
4,4.152778899747536,thompson-sampling
4,4.033157201942055,thompson-sampling
4,6.24044057859215,thompson-sampling
4,2.332145414967837,thompson-sampling
4,5.3308687124783845,thompson-sampling
4,4.098194539415745,thompson-sampling
4,5.5044196702130606,thompson-sampling
4,4.062801896583839,thompson-sampling
4,4.272707023570396,thompson-sampling
4,4.638751497662973,thompson-sampling
4,3.507303571451765,thompson-sampling
4,5.142843479586368,thompson-sampling
4,3.2813341015545694,thompson-sampling
4,3.6940209803636224,thompson-sampling
4,4.214641575884287,thompson-sampling
4,4.194038828652871,thompson-sampling
4,4.449431475902852,thompson-sampling
4,2.0060831419327867,thompson-sampling
4,4.392982649090901,thompson-sampling
4,4.551425020275076,thompson-sampling
4,3.099248488082985,thompson-sampling
4,3.5657351955082306,thompson-sampling
4,3.9847089497339176,thompson-sampling
4,4.368029900910163,thompson-sampling
4,1.8545621266247472,thompson-sampling
4,5.296878874368847,thompson-sampling
4,5.409721658958922,thompson-sampling
4,3.767574008415759,thompson-sampling
4,3.7378088867386294,thompson-sampling
4,4.219081792770215,thompson-sampling
4,3.199122042732273,thompson-sampling
4,3.003844485105392,thompson-sampling
4,4.286217632949413,thompson-sampling
4,3.555267488446322,thompson-sampling
4,3.605201333968979,thompson-sampling
4,2.312546619424427,thompson-sampling
4,3.6047164087328785,thompson-sampling
4,4.722411825794616,thompson-sampling
4,1.7464418098011385,thompson-sampling
4,4.677856879044242,thompson-sampling
4,5.286475794713851,thompson-sampling
4,3.145552474624425,thompson-sampling
4,5.05507883669596,thompson-sampling
4,2.715324502184182,thompson-sampling
4,3.266001780939424,thompson-sampling
4,4.5344579820938,thompson-sampling
4,2.7510318590712854,thompson-sampling
4,2.519002460632508,thompson-sampling
4,4.495483232746921,thompson-sampling
4,4.972963964424007,thompson-sampling
4,3.237926369590762,thompson-sampling
4,2.4788873312527135,thompson-sampling
4,3.271702933605081,thompson-sampling
4,3.19415077720244,thompson-sampling
4,2.6067447606763925,thompson-sampling
4,4.693574430957531,thompson-sampling
4,2.7368007344002647,thompson-sampling
4,4.915917122606616,thompson-sampling
4,5.568426389024927,thompson-sampling
4,5.917396834732431,thompson-sampling
4,2.36481508647695,thompson-sampling
4,4.1751778064194065,thompson-sampling
4,4.742468888935245,thompson-sampling
4,3.9368847802778344,thompson-sampling
4,3.3726834817301596,thompson-sampling
4,4.80561924858565,thompson-sampling
4,5.109006030682938,thompson-sampling
4,3.486080328224962,thompson-sampling
4,3.5165450243773444,thompson-sampling
4,4.089768188554374,thompson-sampling
4,3.461912826307749,thompson-sampling
4,3.023629445107578,thompson-sampling
4,2.145402392677745,thompson-sampling
4,2.71638090327718,thompson-sampling
4,4.227202345935753,thompson-sampling
4,3.4259429935962658,thompson-sampling
4,5.614465584354259,thompson-sampling
4,2.9677949052144488,thompson-sampling
4,2.8285745858320253,thompson-sampling
4,4.422235126557135,thompson-sampling
4,3.8276422142862594,thompson-sampling
4,3.7495664962772453,thompson-sampling
4,4.744280173081847,thompson-sampling
4,4.878697049745018,thompson-sampling
4,4.758897218287647,thompson-sampling
4,2.770510814833483,thompson-sampling
4,3.4255877838731434,thompson-sampling
4,5.40937215975846,thompson-sampling
4,3.499028911850647,thompson-sampling
4,4.957180496385853,thompson-sampling
4,3.426578406228317,thompson-sampling
4,4.403432657226129,thompson-sampling
4,5.468977480309744,thompson-sampling
4,1.8064591051144694,thompson-sampling
4,5.073036840920587,thompson-sampling
4,3.1223940886961934,thompson-sampling
4,3.9608003852578175,thompson-sampling
4,5.402520557440296,thompson-sampling
4,2.7272487915549473,thompson-sampling
4,5.329458193540928,thompson-sampling
4,3.900414049345655,thompson-sampling
4,4.968265457544847,thompson-sampling
4,3.64558422933782,thompson-sampling
4,3.4691387239177875,thompson-sampling
4,2.826870978567582,thompson-sampling
4,3.9711449073610923,thompson-sampling
4,2.938901056572354,thompson-sampling
4,5.11184489520536,thompson-sampling
4,4.372089930815651,thompson-sampling
4,3.0947817887011326,thompson-sampling
4,1.7900548985794105,thompson-sampling
4,3.5603816528279344,thompson-sampling
4,4.637684505367575,thompson-sampling
4,3.6193216585036696,thompson-sampling
4,4.7713484565975,thompson-sampling
4,4.032139002919164,thompson-sampling
4,3.8630472142443715,thompson-sampling
4,4.339678223432271,thompson-sampling
4,3.959520210470457,thompson-sampling
4,5.211257141954373,thompson-sampling
4,3.4779949067280245,thompson-sampling
4,4.641796190798027,thompson-sampling
4,2.7855452407826435,thompson-sampling
4,3.875746660718197,thompson-sampling
4,3.108328551557264,thompson-sampling
4,4.131995516802816,thompson-sampling
4,6.315236840283542,thompson-sampling
4,3.268500124224607,thompson-sampling
4,2.34480005091664,thompson-sampling
4,4.445930404917609,thompson-sampling
4,3.728497263216792,thompson-sampling
4,3.04278274097836,thompson-sampling
4,3.085419910423848,thompson-sampling
4,4.279616980880498,thompson-sampling
4,3.865175881473545,thompson-sampling
4,3.695016219383111,thompson-sampling
4,5.779702561646854,thompson-sampling
4,3.8067578395786703,thompson-sampling
4,4.366217280609664,thompson-sampling
4,2.981592479804787,thompson-sampling
4,4.611820328539535,thompson-sampling
4,4.277552208977052,thompson-sampling
4,4.757775565533878,thompson-sampling
4,2.8797198486235436,thompson-sampling
4,3.6143162076010014,thompson-sampling
4,4.42064726717513,thompson-sampling
4,3.6108734591258465,thompson-sampling
4,3.1520095947030984,thompson-sampling
4,5.867128739355244,thompson-sampling
4,3.457796671072826,thompson-sampling
4,5.294183631708424,thompson-sampling
4,5.809552023174289,thompson-sampling
4,3.7355355079675063,thompson-sampling
4,3.273399390830492,thompson-sampling
4,2.8737449147662506,thompson-sampling
4,2.646363756957981,thompson-sampling
4,4.205009502690567,thompson-sampling
4,3.949826855865687,thompson-sampling
4,3.680683701219837,thompson-sampling
4,3.9751402027861444,thompson-sampling
4,3.5332319094641997,thompson-sampling
4,3.712756940666121,thompson-sampling
4,3.577913745584883,thompson-sampling
4,3.7868061194520246,thompson-sampling
4,3.5959206720714656,thompson-sampling
4,4.3996125415089695,thompson-sampling
4,3.33635461779067,thompson-sampling
4,4.217333470735505,thompson-sampling
4,4.475205443906476,thompson-sampling
4,3.054178712308622,thompson-sampling
4,3.533212135660395,thompson-sampling
4,3.5916091005023465,thompson-sampling
4,5.507198217583859,thompson-sampling
4,2.759852241164367,thompson-sampling
4,2.8188610259503246,thompson-sampling
4,3.854802280352516,thompson-sampling
4,3.5178527193867994,thompson-sampling
4,4.817423114061844,thompson-sampling
4,2.240211227061737,thompson-sampling
4,3.198325685688112,thompson-sampling
4,3.4499627421207464,thompson-sampling
4,5.004820157750901,thompson-sampling
4,3.438463160654009,thompson-sampling
4,3.462522688428796,thompson-sampling
4,5.79671361287787,thompson-sampling
4,2.7729416312323862,thompson-sampling
4,3.021952051849206,thompson-sampling
4,4.632684107658223,thompson-sampling
4,4.553748394731125,thompson-sampling
4,4.393851898989157,thompson-sampling
4,3.1170712489410306,thompson-sampling
4,3.4899175707005203,thompson-sampling
4,3.861656115984161,thompson-sampling
4,3.486743287116586,thompson-sampling
4,4.341477045029112,thompson-sampling
4,4.1113476004928176,thompson-sampling
4,3.444629814363381,thompson-sampling
4,3.69784683818441,thompson-sampling
4,4.612157508416973,thompson-sampling
4,2.0084385691350897,thompson-sampling
4,3.5504673070112336,thompson-sampling
4,3.7328071748914793,thompson-sampling
4,5.110504526495696,thompson-sampling
4,4.282741244221449,thompson-sampling
4,3.289792455953842,thompson-sampling
4,4.936822665547809,thompson-sampling
4,4.270877896967349,thompson-sampling
4,4.340856888121689,thompson-sampling
4,1.749368255800877,thompson-sampling
4,4.084743375904944,thompson-sampling
4,5.227708744631267,thompson-sampling
4,3.0968036907328407,thompson-sampling
4,3.6291225424071776,thompson-sampling
4,3.921425524446537,thompson-sampling
4,2.627164651758382,thompson-sampling
4,4.215982731672723,thompson-sampling
4,2.8222011784184406,thompson-sampling
4,2.7604562340193697,thompson-sampling
4,3.9080620409938316,thompson-sampling
4,4.41695635044527,thompson-sampling
4,2.2776881181272084,thompson-sampling
4,4.2187488554307295,thompson-sampling
4,5.020325896852857,thompson-sampling
4,4.158528144442484,thompson-sampling
4,3.2020328500638335,thompson-sampling
4,4.36496731386545,thompson-sampling
4,3.5994360292812724,thompson-sampling
4,4.6695998131327485,thompson-sampling
4,2.218851658297644,thompson-sampling
4,4.091683984309484,thompson-sampling
4,4.501579583468717,thompson-sampling
4,3.71932920614366,thompson-sampling
4,2.15250386530768,thompson-sampling
4,4.796095680994191,thompson-sampling
4,4.43990591269989,thompson-sampling
4,2.5788847604382075,thompson-sampling
4,4.644740500904574,thompson-sampling
4,2.426649237764048,thompson-sampling
4,5.607419273326826,thompson-sampling
4,4.001694507211447,thompson-sampling
4,3.6885277990190994,thompson-sampling
4,3.3597419925092935,thompson-sampling
4,2.4748739752869455,thompson-sampling
4,3.9502443599680883,thompson-sampling
4,5.311769167245925,thompson-sampling
4,4.455519884254477,thompson-sampling
4,4.8064908145310685,thompson-sampling
4,4.558067581541982,thompson-sampling
4,4.2839247089660075,thompson-sampling
4,5.384798255862906,thompson-sampling
4,3.679299637974275,thompson-sampling
4,5.322177578859571,thompson-sampling
4,4.955344010598459,thompson-sampling
4,4.712848721633017,thompson-sampling
4,3.5966638355658977,thompson-sampling
4,3.5315404974888587,thompson-sampling
4,2.528183898867506,thompson-sampling
4,2.96360886774222,thompson-sampling
4,4.931391554426602,thompson-sampling
4,3.024540380417151,thompson-sampling
4,4.0872859379451505,thompson-sampling
4,5.566743584699745,thompson-sampling
4,3.179932699927999,thompson-sampling
4,4.720558492550463,thompson-sampling
4,5.264681554736008,thompson-sampling
4,3.918132507615727,thompson-sampling
4,2.3846780828265146,thompson-sampling
4,2.559650549236687,thompson-sampling
4,3.188450363047407,thompson-sampling
4,4.79479228098733,thompson-sampling
4,4.201544444558727,thompson-sampling
4,5.626937400944282,thompson-sampling
4,4.933020308528757,thompson-sampling
4,4.297540538005631,thompson-sampling
4,4.800856739311866,thompson-sampling
4,4.490986246321329,thompson-sampling
4,4.733714112392901,thompson-sampling
4,2.8047541380632,thompson-sampling
4,6.069527483712047,thompson-sampling
4,5.112535746627673,thompson-sampling
4,4.3590004435153045,thompson-sampling
4,4.497004745823764,thompson-sampling
4,4.26248864440312,thompson-sampling
4,4.158397468943322,thompson-sampling
4,4.269956329477065,thompson-sampling
4,4.944209042526399,thompson-sampling
4,4.730380013647273,thompson-sampling
4,3.9906080404938535,thompson-sampling
4,2.893052253673912,thompson-sampling
4,5.534947072051015,thompson-sampling
4,5.919850099058852,thompson-sampling
4,4.309236706553505,thompson-sampling
4,4.123952335228628,thompson-sampling
4,4.033075237907713,thompson-sampling
4,2.687285520616503,thompson-sampling
4,4.1675582545775205,thompson-sampling
4,5.052947259199987,thompson-sampling
4,2.2252304434884893,thompson-sampling
4,3.2103613237616146,thompson-sampling
4,5.4636352360892815,thompson-sampling
4,3.678288535416166,thompson-sampling
4,5.073731342825064,thompson-sampling
4,4.947688360177947,thompson-sampling
4,5.765905665015543,thompson-sampling
4,5.070742426291263,thompson-sampling
4,2.212422721847714,thompson-sampling
4,5.791792975577526,thompson-sampling
4,4.379036755030958,thompson-sampling
4,4.390494563888913,thompson-sampling
4,4.323284295697626,thompson-sampling
4,5.419454635515541,thompson-sampling
4,5.429537971535149,thompson-sampling
4,3.655319705593835,thompson-sampling
4,6.704774399923811,thompson-sampling
4,3.5168527469642306,thompson-sampling
4,5.617639255877332,thompson-sampling
4,4.419908275400871,thompson-sampling
4,3.7414399061191626,thompson-sampling
4,2.6572724751354113,thompson-sampling
4,3.831083729427509,thompson-sampling
4,4.752702274141622,thompson-sampling
4,4.497379651224183,thompson-sampling
4,3.8823337173856554,thompson-sampling
4,3.159268708798482,thompson-sampling
4,3.265782122272516,thompson-sampling
4,5.564746716117352,thompson-sampling
4,4.110524757222527,thompson-sampling
4,3.0557025505834705,thompson-sampling
4,4.364512498793491,thompson-sampling
4,5.022561801805768,thompson-sampling
4,5.056496077363498,thompson-sampling
4,2.214003023735816,thompson-sampling
4,3.843537160409667,thompson-sampling
4,3.824357066951064,thompson-sampling
4,2.7368553982298938,thompson-sampling
4,3.8148661123814946,thompson-sampling
4,4.9666846192979675,thompson-sampling
4,3.183295126155307,thompson-sampling
4,4.6101222986604835,thompson-sampling
4,4.175604866775061,thompson-sampling
4,3.9522839788292687,thompson-sampling
4,3.447739833980016,thompson-sampling
4,4.665444544303754,thompson-sampling
4,5.012260913154182,thompson-sampling
4,3.934477751539626,thompson-sampling
4,4.168186607699987,thompson-sampling
4,4.084437643835555,thompson-sampling
4,3.834822119183996,thompson-sampling
4,3.3660955277255633,thompson-sampling
4,4.486621669012158,thompson-sampling
4,4.07915898904334,thompson-sampling
4,4.027275966466219,thompson-sampling
4,2.4881651435729353,thompson-sampling
4,4.755611978378716,thompson-sampling
4,4.322565878322665,thompson-sampling
4,3.6605481234531805,thompson-sampling
4,2.5728569333885853,thompson-sampling
4,4.886263628159728,thompson-sampling
4,4.567878619752209,thompson-sampling
4,3.7545773697900797,thompson-sampling
4,5.558302763755703,thompson-sampling
4,2.5322947651038668,thompson-sampling
4,4.39841826197185,thompson-sampling
4,3.7927249669612237,thompson-sampling
4,5.715779363098043,thompson-sampling
4,3.2149479139806645,thompson-sampling
4,3.676220725590833,thompson-sampling
4,3.090261390444491,thompson-sampling
4,3.954513277640651,thompson-sampling
4,5.18815988648676,thompson-sampling
4,2.9957725155243193,thompson-sampling
4,3.1785867502422795,thompson-sampling
4,4.161098146898477,thompson-sampling
4,5.623382877861063,thompson-sampling
4,5.149054662212471,thompson-sampling
4,4.8826767940385185,thompson-sampling
4,3.867236896450549,thompson-sampling
4,4.550186490217354,thompson-sampling
4,3.8317093882743514,thompson-sampling
4,3.1886497222029115,thompson-sampling
4,3.938442794161416,thompson-sampling
4,4.285179711928888,thompson-sampling
4,5.513763417061573,thompson-sampling
4,4.619988920949549,thompson-sampling
4,3.7167445364159857,thompson-sampling
4,4.599713725998706,thompson-sampling
4,2.185164382683146,thompson-sampling
4,3.700804256505866,thompson-sampling
4,3.575549470522017,thompson-sampling
4,3.579734117488908,thompson-sampling
4,4.75525768583984,thompson-sampling
4,4.007855948465713,thompson-sampling
4,5.495544899540571,thompson-sampling
4,5.192154813769649,thompson-sampling
4,3.3918337220879886,thompson-sampling
4,2.0569907721402023,thompson-sampling
4,3.7295899418481055,thompson-sampling
4,4.278465942420949,thompson-sampling
4,5.048388609569039,thompson-sampling
4,3.530074236347863,thompson-sampling
4,3.8511913050289337,thompson-sampling
4,4.413237261242301,thompson-sampling
4,2.814953290881249,thompson-sampling
4,3.7043165118818155,thompson-sampling
4,3.7412911406588636,thompson-sampling
4,2.610211677903073,thompson-sampling
4,3.2003897348427714,thompson-sampling
4,3.6452708886991423,thompson-sampling
4,4.385228967872784,thompson-sampling
4,3.7198211687676923,thompson-sampling
4,3.541195626173244,thompson-sampling
4,4.59352815064689,thompson-sampling
4,1.5526333573981401,thompson-sampling
4,2.8299550767945316,thompson-sampling
4,5.448065104891484,thompson-sampling
4,3.400517240224125,thompson-sampling
4,3.3971193227450547,thompson-sampling
4,4.151811657785889,thompson-sampling
4,5.554583124765038,thompson-sampling
4,5.081957093973713,thompson-sampling
4,4.4013699439491845,thompson-sampling
4,5.106516770952111,thompson-sampling
4,3.545315766132607,thompson-sampling
4,2.8160500476338175,thompson-sampling
4,4.650501775830265,thompson-sampling
4,4.227938917645862,thompson-sampling
4,4.076473999776561,thompson-sampling
4,3.029673048046267,thompson-sampling
4,3.422743676828907,thompson-sampling
4,5.550844606821125,thompson-sampling
4,5.450516956878229,thompson-sampling
4,4.536722713011188,thompson-sampling
4,2.623381035202681,thompson-sampling
4,5.40720733808419,thompson-sampling
4,3.9975077363793505,thompson-sampling
4,4.0365383658834135,thompson-sampling
4,4.829178315651685,thompson-sampling
4,3.3646973380935012,thompson-sampling
4,1.9238477124318871,thompson-sampling
4,4.811437330582627,thompson-sampling
4,4.784278424068487,thompson-sampling
4,4.46651384425299,thompson-sampling
4,2.903249036357756,thompson-sampling
4,5.9378414658400365,thompson-sampling
4,5.277757257053617,thompson-sampling
4,4.629653371188942,thompson-sampling
4,5.187913495265484,thompson-sampling
4,2.6438243921469655,thompson-sampling
4,3.207351066803268,thompson-sampling
4,2.1095932546515077,thompson-sampling
4,4.219080155578537,thompson-sampling
4,1.6134319670814925,thompson-sampling
4,3.6031247077730586,thompson-sampling
4,3.308422590873529,thompson-sampling
4,3.773908637070779,thompson-sampling
4,3.521286712981115,thompson-sampling
4,3.5904966926946438,thompson-sampling
4,3.2316161792977995,thompson-sampling
4,3.756776694775202,thompson-sampling
4,2.408054519030696,thompson-sampling
4,5.253160494934044,thompson-sampling
4,5.306047238104357,thompson-sampling
4,4.955006984661396,thompson-sampling
4,4.6115876159515174,thompson-sampling
4,2.910757215327478,thompson-sampling
4,3.415410171983358,thompson-sampling
4,4.599220086780709,thompson-sampling
4,3.3976864751187943,thompson-sampling
4,3.656449092440526,thompson-sampling
4,2.011412180520825,thompson-sampling
4,4.600786425792301,thompson-sampling
4,5.04476749076567,thompson-sampling
4,3.494415062376733,thompson-sampling
4,2.49955340483862,thompson-sampling
4,4.030809825493406,thompson-sampling
4,4.555677246911917,thompson-sampling
4,4.57255883043249,thompson-sampling
4,4.2111161459324,thompson-sampling
4,4.055843926038444,thompson-sampling
4,3.5078073837989088,thompson-sampling
4,3.6026695155668182,thompson-sampling
4,2.5215362197227265,thompson-sampling
4,5.625756466059869,thompson-sampling
4,2.1694965494853267,thompson-sampling
4,2.120690345880705,thompson-sampling
4,3.425072926952976,thompson-sampling
4,5.7896212108524345,thompson-sampling
4,4.15302262702145,thompson-sampling
4,4.485617315620836,thompson-sampling
4,4.896804076611817,thompson-sampling
4,3.6724046714702268,thompson-sampling
4,3.026677070344343,thompson-sampling
4,3.153353225478499,thompson-sampling
4,4.329543068962329,thompson-sampling
4,5.173904150904565,thompson-sampling
4,3.6654461483164704,thompson-sampling
4,0.6335555722996689,thompson-sampling
4,4.407234672013706,thompson-sampling
4,3.0118639075681535,thompson-sampling
4,5.528328468592597,thompson-sampling
4,3.596811958732861,thompson-sampling
4,4.825646879873149,thompson-sampling
4,3.230421802456756,thompson-sampling
4,5.159634889136301,thompson-sampling
4,6.203354199270022,thompson-sampling
4,4.888706855793598,thompson-sampling
4,3.1796061797421986,thompson-sampling
4,4.7696738205393645,thompson-sampling
4,2.5726639632048203,thompson-sampling
4,4.6582937051765,thompson-sampling
4,4.681035212765797,thompson-sampling
4,4.122488644889375,thompson-sampling
4,4.9838739356527935,thompson-sampling
4,2.3882045996985966,thompson-sampling
4,4.815926766328481,thompson-sampling
4,4.213742389929968,thompson-sampling
4,4.154646734615112,thompson-sampling
4,5.142763279522605,thompson-sampling
4,3.9189300728610976,thompson-sampling
4,5.293498015119856,thompson-sampling
4,3.4442739107541205,thompson-sampling
4,3.839788883310259,thompson-sampling
4,2.884139564236345,thompson-sampling
4,3.190753106420983,thompson-sampling
4,5.211310170466409,thompson-sampling
4,3.2337552661981364,thompson-sampling
4,4.046585276018379,thompson-sampling
4,3.692823946000865,thompson-sampling
4,2.395477383300604,thompson-sampling
4,3.7786369862652665,thompson-sampling
4,4.0725102182693975,thompson-sampling
4,3.5030177055028973,thompson-sampling
4,4.80821611744247,thompson-sampling
4,5.460316250136965,thompson-sampling
4,3.1748629714815597,thompson-sampling
4,3.601299942820374,thompson-sampling
4,3.606536102435701,thompson-sampling
4,4.731757317108013,thompson-sampling
4,4.372112629010694,thompson-sampling
4,3.775912750265846,thompson-sampling
4,4.595652654675289,thompson-sampling
4,4.769211256608994,thompson-sampling
4,3.268283175875135,thompson-sampling
4,3.6934276043004393,thompson-sampling
4,3.1952293816934807,thompson-sampling
4,4.086859613669064,thompson-sampling
4,3.5258371804427653,thompson-sampling
4,3.558779640366239,thompson-sampling
4,2.132776782240356,thompson-sampling
4,3.0221251360754904,thompson-sampling
4,5.048945176728202,thompson-sampling
4,4.654946992726763,thompson-sampling
4,4.65773757722859,thompson-sampling
4,4.285572392863151,thompson-sampling
4,3.2058997501694444,thompson-sampling
4,5.04648247774845,thompson-sampling
4,3.726757982567475,thompson-sampling
4,5.437699783694839,thompson-sampling
4,4.740118211289823,thompson-sampling
4,3.839937357135625,thompson-sampling
4,5.905282012340015,thompson-sampling
4,3.655351413569888,thompson-sampling
4,4.5392478483614,thompson-sampling
4,6.250549836886917,thompson-sampling
4,5.404800500721755,thompson-sampling
4,5.090826678041611,thompson-sampling
4,2.6706508335038803,thompson-sampling
4,2.77691050922848,thompson-sampling
4,4.386658676326462,thompson-sampling
4,3.780514572943837,thompson-sampling
4,4.077051341248555,thompson-sampling
4,5.148097081765493,thompson-sampling
4,2.4253118283481863,thompson-sampling
4,3.8226799047532576,thompson-sampling
4,4.706874651952061,thompson-sampling
4,3.2845111901813686,thompson-sampling
4,3.6052375386013535,thompson-sampling
4,5.0329584840196055,thompson-sampling
4,3.850578546144168,thompson-sampling
4,5.799989709322178,thompson-sampling
4,5.56539840006158,thompson-sampling
4,3.0164411194136576,thompson-sampling
4,3.7033685151929507,thompson-sampling
4,4.570774252881472,thompson-sampling
4,2.7908436126600034,thompson-sampling
4,3.580787037035145,thompson-sampling
4,3.1996696619812486,thompson-sampling
4,2.8031667492407792,thompson-sampling
4,3.0527271241808713,thompson-sampling
4,3.4566509332245006,thompson-sampling
4,4.563260583110975,thompson-sampling
4,3.6373451385166145,thompson-sampling
4,4.624741721915844,thompson-sampling
4,2.7574506123027076,thompson-sampling
4,5.368099794079359,thompson-sampling
4,5.2156938674110185,thompson-sampling
4,3.856580246330476,thompson-sampling
4,3.7463539703030935,thompson-sampling
4,5.483877919697871,thompson-sampling
4,4.297858441402621,thompson-sampling
4,3.537181822903844,thompson-sampling
4,4.76161622231084,thompson-sampling
4,2.324493892926461,thompson-sampling
4,5.527248830604236,thompson-sampling
4,3.093240435879705,thompson-sampling
4,4.454347257185947,thompson-sampling
4,2.3409156091916934,thompson-sampling
4,3.508735984169935,thompson-sampling
4,2.7707007248433726,thompson-sampling
4,4.270231230112945,thompson-sampling
4,3.82686402824419,thompson-sampling
4,5.102467230780475,thompson-sampling
4,4.724510131876574,thompson-sampling
4,3.0208851102279652,thompson-sampling
4,3.323859756850928,thompson-sampling
4,3.8951957341545627,thompson-sampling
4,4.195209569749796,thompson-sampling
4,3.785586237416721,thompson-sampling
4,4.23406129107024,thompson-sampling
4,2.355561370129652,thompson-sampling
4,4.108084884378437,thompson-sampling
4,4.008867382960556,thompson-sampling
4,4.301582856115651,thompson-sampling
4,4.152041699655255,thompson-sampling
4,4.393778307121484,thompson-sampling
4,3.6773687490078273,thompson-sampling
4,4.521955454372107,thompson-sampling
4,3.547681611350592,thompson-sampling
4,4.199887821540072,thompson-sampling
4,4.595705556845303,thompson-sampling
4,6.0805502500404245,thompson-sampling
4,4.727605246011781,thompson-sampling
4,3.63234490994769,thompson-sampling
4,2.229150727767676,thompson-sampling
4,2.061331028657873,thompson-sampling
4,4.416777568904841,thompson-sampling
4,4.480196994813218,thompson-sampling
4,4.499598247689758,thompson-sampling
4,4.495841196681039,thompson-sampling
4,1.8034622940798681,thompson-sampling
4,2.2586769186450724,thompson-sampling
4,4.391025010770382,thompson-sampling
4,4.59742075810733,thompson-sampling
4,4.120644904323769,thompson-sampling
4,3.626135067952916,thompson-sampling
4,4.961681188706758,thompson-sampling
4,5.264848727864841,thompson-sampling
4,3.9694045614800495,thompson-sampling
4,2.6894918889176718,thompson-sampling
4,4.1599578064855445,thompson-sampling
4,4.822943799857438,thompson-sampling
4,5.514945123621898,thompson-sampling
4,2.310716231835131,thompson-sampling
4,4.056376834345956,thompson-sampling
4,6.174846390420228,thompson-sampling
4,3.0686412188362935,thompson-sampling
4,3.4324515078329334,thompson-sampling
4,3.7742302335745452,thompson-sampling
4,2.875135772980464,thompson-sampling
4,4.079947936821498,thompson-sampling
4,5.861036191414197,thompson-sampling
4,4.539029552438481,thompson-sampling
4,4.388712336254995,thompson-sampling
4,4.089685142549307,thompson-sampling
4,3.7133741266964746,thompson-sampling
4,3.848610388545926,thompson-sampling
4,3.464692420748319,thompson-sampling
4,5.977358081988842,thompson-sampling
4,4.5743392372548675,thompson-sampling
4,3.313903160732081,thompson-sampling
4,4.131657622394147,thompson-sampling
4,5.596616144773385,thompson-sampling
4,3.6859312853232433,thompson-sampling
4,5.5853972637639036,thompson-sampling
4,2.4630345945070875,thompson-sampling
4,2.192867823799579,thompson-sampling
4,5.326347441665486,thompson-sampling
4,4.825449805883704,thompson-sampling
4,2.736185368758342,thompson-sampling
4,4.096650113831734,thompson-sampling
4,4.3958927098337,thompson-sampling
4,2.9411083166424015,thompson-sampling
4,3.9012775689057664,thompson-sampling
4,5.213031514365269,thompson-sampling
4,4.666123486603893,thompson-sampling
4,3.5090807617135322,thompson-sampling
4,4.917691178006184,thompson-sampling
4,3.411598551060862,thompson-sampling
4,4.007516326502965,thompson-sampling
4,4.501066153848875,thompson-sampling
4,4.773767704759843,thompson-sampling
4,2.3183245265181283,thompson-sampling
4,5.193951754651719,thompson-sampling
4,4.000249800441534,thompson-sampling
4,3.6714442762865014,thompson-sampling
4,2.45120049258095,thompson-sampling
4,4.097121249457536,thompson-sampling
4,3.9323795957072467,thompson-sampling
4,4.638886399660748,thompson-sampling
4,2.9839192311060745,thompson-sampling
4,3.931843585821269,thompson-sampling
4,5.265738379394351,thompson-sampling
4,4.0828025775681684,thompson-sampling
4,3.088071172345,thompson-sampling
4,3.1066090052710518,thompson-sampling
4,4.2093227139134575,thompson-sampling
4,4.735393212761447,thompson-sampling
4,6.337426560243937,thompson-sampling
4,3.8501703116303596,thompson-sampling
4,3.8829355902685494,thompson-sampling
4,3.6009184629313555,thompson-sampling
4,4.296115154914025,thompson-sampling
4,3.083499554747151,thompson-sampling
4,3.150166848022466,thompson-sampling
4,3.726090051911585,thompson-sampling
4,4.705005426312009,thompson-sampling
4,3.950336076798171,thompson-sampling
4,3.8152635006415005,thompson-sampling
4,3.858307111564872,thompson-sampling
4,4.258600892673521,thompson-sampling
4,2.9250211130730817,thompson-sampling
